"","species","run","run.env","time","pop"
"1","1",1,0.23505088723044,0,161
"2","2",1,0.23505088723044,0,0
"3","3",1,0.23505088723044,0,0
"4","4",1,0.23505088723044,0,67
"5","5",1,0.23505088723044,0,162
"6","6",1,0.23505088723044,0,0
"7","7",1,0.23505088723044,0,0
"8","8",1,0.23505088723044,0,137
"9","9",1,0.23505088723044,0,0
"10","10",1,0.23505088723044,0,31
"11","1",1,0.23505088723044,1,113.528479294697
"12","2",1,0.23505088723044,1,0
"13","3",1,0.23505088723044,1,0
"14","4",1,0.23505088723044,1,158.86496658635
"15","5",1,0.23505088723044,1,254.343851972335
"16","6",1,0.23505088723044,1,0
"17","7",1,0.23505088723044,1,0
"18","8",1,0.23505088723044,1,135.636835893215
"19","9",1,0.23505088723044,1,0
"20","10",1,0.23505088723044,1,79.0807824385345
"21","1",2,0.174156108345716,0,0
"22","2",2,0.174156108345716,0,165
"23","3",2,0.174156108345716,0,15
"24","4",2,0.174156108345716,0,189
"25","5",2,0.174156108345716,0,132
"26","6",2,0.174156108345716,0,35
"27","7",2,0.174156108345716,0,0
"28","8",2,0.174156108345716,0,151
"29","9",2,0.174156108345716,0,22
"30","10",2,0.174156108345716,0,169
"31","1",2,0.174156108345716,1,0
"32","2",2,0.174156108345716,1,173.745334788288
"33","3",2,0.174156108345716,1,7.39639150751462
"34","4",2,0.174156108345716,1,201.060361960032
"35","5",2,0.174156108345716,1,157.596072205249
"36","6",2,0.174156108345716,1,9.57774772202217
"37","7",2,0.174156108345716,1,0
"38","8",2,0.174156108345716,1,98.3628070743012
"39","9",2,0.174156108345716,1,16.0568543768015
"40","10",2,0.174156108345716,1,193.186102151423
"41","1",3,0.925133107767195,0,284
"42","2",3,0.925133107767195,0,44
"43","3",3,0.925133107767195,0,76
"44","4",3,0.925133107767195,0,46
"45","5",3,0.925133107767195,0,88
"46","6",3,0.925133107767195,0,0
"47","7",3,0.925133107767195,0,133
"48","8",3,0.925133107767195,0,0
"49","9",3,0.925133107767195,0,54
"50","10",3,0.925133107767195,0,241
"51","1",3,0.925133107767195,1,117.37274830567
"52","2",3,0.925133107767195,1,55.2912134325669
"53","3",3,0.925133107767195,1,36.9576948711024
"54","4",3,0.925133107767195,1,67.4529183802977
"55","5",3,0.925133107767195,1,130.521484817013
"56","6",3,0.925133107767195,1,0
"57","7",3,0.925133107767195,1,138.482373121811
"58","8",3,0.925133107767195,1,0
"59","9",3,0.925133107767195,1,46.7526604337558
"60","10",3,0.925133107767195,1,278.837462914966
"61","1",4,0.862420289647245,0,0
"62","2",4,0.862420289647245,0,118
"63","3",4,0.862420289647245,0,209
"64","4",4,0.862420289647245,0,140
"65","5",4,0.862420289647245,0,82
"66","6",4,0.862420289647245,0,0
"67","7",4,0.862420289647245,0,289
"68","8",4,0.862420289647245,0,85
"69","9",4,0.862420289647245,0,68
"70","10",4,0.862420289647245,0,158
"71","1",4,0.862420289647245,1,0
"72","2",4,0.862420289647245,1,139.223278506239
"73","3",4,0.862420289647245,1,62.4015944636199
"74","4",4,0.862420289647245,1,155.383992617942
"75","5",4,0.862420289647245,1,104.333845420068
"76","6",4,0.862420289647245,1,0
"77","7",4,0.862420289647245,1,209.296654326184
"78","8",4,0.862420289647245,1,69.4133631221502
"79","9",4,0.862420289647245,1,49.88788785512
"80","10",4,0.862420289647245,1,178.419634581209
"81","1",5,0.0915256778667171,0,0
"82","2",5,0.0915256778667171,0,0
"83","3",5,0.0915256778667171,0,52
"84","4",5,0.0915256778667171,0,52
"85","5",5,0.0915256778667171,0,144
"86","6",5,0.0915256778667171,0,0
"87","7",5,0.0915256778667171,0,54
"88","8",5,0.0915256778667171,0,175
"89","9",5,0.0915256778667171,0,76
"90","10",5,0.0915256778667171,0,153
"91","1",5,0.0915256778667171,1,0
"92","2",5,0.0915256778667171,1,0
"93","3",5,0.0915256778667171,1,41.3102612953293
"94","4",5,0.0915256778667171,1,99.9336021985135
"95","5",5,0.0915256778667171,1,205.772694542075
"96","6",5,0.0915256778667171,1,0
"97","7",5,0.0915256778667171,1,90.1823889745974
"98","8",5,0.0915256778667171,1,154.005930927795
"99","9",5,0.0915256778667171,1,57.619132419027
"100","10",5,0.0915256778667171,1,234.945034033777
"101","1",6,0.391669966115019,0,0
"102","2",6,0.391669966115019,0,1
"103","3",6,0.391669966115019,0,85
"104","4",6,0.391669966115019,0,8
"105","5",6,0.391669966115019,0,122
"106","6",6,0.391669966115019,0,134
"107","7",6,0.391669966115019,0,145
"108","8",6,0.391669966115019,0,45
"109","9",6,0.391669966115019,0,101
"110","10",6,0.391669966115019,0,10
"111","1",6,0.391669966115019,1,0
"112","2",6,0.391669966115019,1,2.06358171353715
"113","3",6,0.391669966115019,1,50.5020223362363
"114","4",6,0.391669966115019,1,20.2898248567881
"115","5",6,0.391669966115019,1,200.077394768893
"116","6",6,0.391669966115019,1,44.2579827321091
"117","7",6,0.391669966115019,1,215.634152708654
"118","8",6,0.391669966115019,1,64.3528234353051
"119","9",6,0.391669966115019,1,93.4716656264795
"120","10",6,0.391669966115019,1,25.7974565737147
"121","1",7,-0.76574657852697,0,109
"122","2",7,-0.76574657852697,0,0
"123","3",7,-0.76574657852697,0,72
"124","4",7,-0.76574657852697,0,223
"125","5",7,-0.76574657852697,0,8
"126","6",7,-0.76574657852697,0,126
"127","7",7,-0.76574657852697,0,178
"128","8",7,-0.76574657852697,0,93
"129","9",7,-0.76574657852697,0,0
"130","10",7,-0.76574657852697,0,40
"131","1",7,-0.76574657852697,1,64.5330920464069
"132","2",7,-0.76574657852697,1,0
"133","3",7,-0.76574657852697,1,35.5507689231574
"134","4",7,-0.76574657852697,1,260.697839339704
"135","5",7,-0.76574657852697,1,20.2824593964891
"136","6",7,-0.76574657852697,1,45.6577718759936
