"","species","run","run.env","time","pop"
"1","1",1,1.87512064993632,0,269
"2","2",1,1.87512064993632,0,212
"3","3",1,1.87512064993632,0,262
"4","4",1,1.87512064993632,0,15
"5","5",1,1.87512064993632,0,84
"6","6",1,1.87512064993632,0,74
"7","7",1,1.87512064993632,0,270
"8","8",1,1.87512064993632,0,117
"9","9",1,1.87512064993632,0,180
"10","10",1,1.87512064993632,0,93
"11","1",1,1.87512064993632,1,160.271929500048
"12","2",1,1.87512064993632,1,66.5210291532427
"13","3",1,1.87512064993632,1,2.23904114776776
"14","4",1,1.87512064993632,1,5.79939956180702
"15","5",1,1.87512064993632,1,69.9839529959977
"16","6",1,1.87512064993632,1,51.9876578865389
"17","7",1,1.87512064993632,1,124.629097578032
"18","8",1,1.87512064993632,1,0
"19","9",1,1.87512064993632,1,122.781344867216
"20","10",1,1.87512064993632,1,76.119536027149
"21","1",2,1.43320638832819,0,182
"22","2",2,1.43320638832819,0,276
"23","3",2,1.43320638832819,0,82
"24","4",2,1.43320638832819,0,177
"25","5",2,1.43320638832819,0,156
"26","6",2,1.43320638832819,0,93
"27","7",2,1.43320638832819,0,121
"28","8",2,1.43320638832819,0,141
"29","9",2,1.43320638832819,0,103
"30","10",2,1.43320638832819,0,43
"31","1",2,1.43320638832819,1,136.295298343127
"32","2",2,1.43320638832819,1,99.3398195916145
"33","3",2,1.43320638832819,1,7.42398355678779
"34","4",2,1.43320638832819,1,81.0047819414655
"35","5",2,1.43320638832819,1,126.657734791528
"36","6",2,1.43320638832819,1,64.8685079875825
"37","7",2,1.43320638832819,1,82.7627653845189
"38","8",2,1.43320638832819,1,1.7269196577041e-316
"39","9",2,1.43320638832819,1,96.9228300500236
"40","10",2,1.43320638832819,1,42.1999615371574
"41","1",3,1.12184810780586,0,0
"42","2",3,1.12184810780586,0,83
"43","3",3,1.12184810780586,0,0
"44","4",3,1.12184810780586,0,87
"45","5",3,1.12184810780586,0,0
"46","6",3,1.12184810780586,0,100
"47","7",3,1.12184810780586,0,89
"48","8",3,1.12184810780586,0,66
"49","9",3,1.12184810780586,0,196
"50","10",3,1.12184810780586,0,0
"51","1",3,1.12184810780586,1,0
"52","2",3,1.12184810780586,1,70.9325217123626
"53","3",3,1.12184810780586,1,0
"54","4",3,1.12184810780586,1,92.655997332142
"55","5",3,1.12184810780586,1,0
"56","6",3,1.12184810780586,1,89.5940797564986
"57","7",3,1.12184810780586,1,87.815660737405
"58","8",3,1.12184810780586,1,1.61869252789869e-20
"59","9",3,1.12184810780586,1,182.909319749472
"60","10",3,1.12184810780586,1,0
"61","1",4,-0.125240935266306,0,0
"62","2",4,-0.125240935266306,0,64
"63","3",4,-0.125240935266306,0,0
"64","4",4,-0.125240935266306,0,139
"65","5",4,-0.125240935266306,0,0
"66","6",4,-0.125240935266306,0,204
"67","7",4,-0.125240935266306,0,25
"68","8",4,-0.125240935266306,0,26
"69","9",4,-0.125240935266306,0,27
"70","10",4,-0.125240935266306,0,60
"71","1",4,-0.125240935266306,1,0
"72","2",4,-0.125240935266306,1,72.5208168395807
"73","3",4,-0.125240935266306,1,0
"74","4",4,-0.125240935266306,1,181.771272310998
"75","5",4,-0.125240935266306,1,0
"76","6",4,-0.125240935266306,1,117.479634457747
"77","7",4,-0.125240935266306,1,34.2952521791108
"78","8",4,-0.125240935266306,1,0
"79","9",4,-0.125240935266306,1,51.599595967763
"80","10",4,-0.125240935266306,1,33.3656935570847
"81","1",5,-0.180555325945198,0,204
"82","2",5,-0.180555325945198,0,3
"83","3",5,-0.180555325945198,0,78
"84","4",5,-0.180555325945198,0,174
"85","5",5,-0.180555325945198,0,161
"86","6",5,-0.180555325945198,0,120
"87","7",5,-0.180555325945198,0,0
"88","8",5,-0.180555325945198,0,47
"89","9",5,-0.180555325945198,0,86
"90","10",5,-0.180555325945198,0,0
"91","1",5,-0.180555325945198,1,168.015801328535
"92","2",5,-0.180555325945198,1,3.85855640307954
"93","3",5,-0.180555325945198,1,42.7492509166299
"94","4",5,-0.180555325945198,1,175.977757093227
"95","5",5,-0.180555325945198,1,189.095285737545
"96","6",5,-0.180555325945198,1,79.1545801879602
"97","7",5,-0.180555325945198,1,0
"98","8",5,-0.180555325945198,1,0
"99","9",5,-0.180555325945198,1,110.165854129199
"100","10",5,-0.180555325945198,1,0
"101","1",6,0.262204295795125,0,68
"102","2",6,0.262204295795125,0,0
"103","3",6,0.262204295795125,0,104
"104","4",6,0.262204295795125,0,244
"105","5",6,0.262204295795125,0,273
"106","6",6,0.262204295795125,0,135
"107","7",6,0.262204295795125,0,161
"108","8",6,0.262204295795125,0,182
"109","9",6,0.262204295795125,0,0
"110","10",6,0.262204295795125,0,207
"111","1",6,0.262204295795125,1,68.8936674035041
"112","2",6,0.262204295795125,1,0
"113","3",6,0.262204295795125,1,65.7596963156755
"114","4",6,0.262204295795125,1,181.558306742651
"115","5",6,0.262204295795125,1,210.245236377672
"116","6",6,0.262204295795125,1,80.3496528794594
"117","7",6,0.262204295795125,1,100.203057751162
"118","8",6,0.262204295795125,1,0
"119","9",6,0.262204295795125,1,0
"120","10",6,0.262204295795125,1,78.7260806502639
"121","1",7,1.00597788373924,0,0
"122","2",7,1.00597788373924,0,0
"123","3",7,1.00597788373924,0,161
"124","4",7,1.00597788373924,0,107
"125","5",7,1.00597788373924,0,70
"126","6",7,1.00597788373924,0,0
"127","7",7,1.00597788373924,0,288
"128","8",7,1.00597788373924,0,22
"129","9",7,1.00597788373924,0,0
"130","10",7,1.00597788373924,0,15
"131","1",7,1.00597788373924,1,0
