"","species","run","run.env","time","pop","thinned"
"5338","13",178,-1.39171519859173,1,0,0
"5339","14",178,-1.39171519859173,1,46,0
"5340","15",178,-1.39171519859173,1,0,0
"5341","1",179,1.88722998271425,0,65,0
"5342","2",179,1.88722998271425,0,0,0
"5343","3",179,1.88722998271425,0,4,0
"5344","4",179,1.88722998271425,0,59,0
"5345","5",179,1.88722998271425,0,0,0
"5346","6",179,1.88722998271425,0,0,0
"5347","7",179,1.88722998271425,0,4,0
"5348","8",179,1.88722998271425,0,70,0
"5349","9",179,1.88722998271425,0,1,0
"5350","10",179,1.88722998271425,0,34,0
"5351","11",179,1.88722998271425,0,0,0
"5352","12",179,1.88722998271425,0,3,0
"5353","13",179,1.88722998271425,0,0,0
"5354","14",179,1.88722998271425,0,199,0
"5355","15",179,1.88722998271425,0,0,0
"5356","1",179,1.88722998271425,1,61,0
"5357","2",179,1.88722998271425,1,0,0
"5358","3",179,1.88722998271425,1,4,0
"5359","4",179,1.88722998271425,1,74,0
"5360","5",179,1.88722998271425,1,0,0
"5361","6",179,1.88722998271425,1,0,0
"5362","7",179,1.88722998271425,1,4,0
"5363","8",179,1.88722998271425,1,68,0
"5364","9",179,1.88722998271425,1,3,0
"5365","10",179,1.88722998271425,1,23,0
"5366","11",179,1.88722998271425,1,0,0
"5367","12",179,1.88722998271425,1,1,0
"5368","13",179,1.88722998271425,1,0,0
"5369","14",179,1.88722998271425,1,117,0
"5370","15",179,1.88722998271425,1,0,0
"5371","1",180,0.111356691467789,0,0,0
"5372","2",180,0.111356691467789,0,0,0
"5373","3",180,0.111356691467789,0,31,0
"5374","4",180,0.111356691467789,0,29,0
"5375","5",180,0.111356691467789,0,0,0
"5376","6",180,0.111356691467789,0,0,0
"5377","7",180,0.111356691467789,0,0,0
"5378","8",180,0.111356691467789,0,31,0
"5379","9",180,0.111356691467789,0,0,0
"5380","10",180,0.111356691467789,0,23,0
"5381","11",180,0.111356691467789,0,0,0
"5382","12",180,0.111356691467789,0,17,0
"5383","13",180,0.111356691467789,0,0,0
"5384","14",180,0.111356691467789,0,144,0
"5385","15",180,0.111356691467789,0,0,0
"5386","1",180,0.111356691467789,1,0,0
"5387","2",180,0.111356691467789,1,0,0
"5388","3",180,0.111356691467789,1,35,0
"5389","4",180,0.111356691467789,1,56,0
"5390","5",180,0.111356691467789,1,0,0
"5391","6",180,0.111356691467789,1,0,0
"5392","7",180,0.111356691467789,1,0,0
"5393","8",180,0.111356691467789,1,50,0
"5394","9",180,0.111356691467789,1,0,0
"5395","10",180,0.111356691467789,1,22,0
"5396","11",180,0.111356691467789,1,0,0
"5397","12",180,0.111356691467789,1,22,0
"5398","13",180,0.111356691467789,1,0,0
"5399","14",180,0.111356691467789,1,113,0
"5400","15",180,0.111356691467789,1,0,0
"5401","1",181,-0.164950859990727,0,54,0
"5402","2",181,-0.164950859990727,0,0,0
"5403","3",181,-0.164950859990727,0,19,0
"5404","4",181,-0.164950859990727,0,72,0
"5405","5",181,-0.164950859990727,0,0,0
"5406","6",181,-0.164950859990727,0,0,0
"5407","7",181,-0.164950859990727,0,5,0
"5408","8",181,-0.164950859990727,0,111,0
"5409","9",181,-0.164950859990727,0,0,0
"5410","10",181,-0.164950859990727,0,0,0
"5411","11",181,-0.164950859990727,0,0,0
"5412","12",181,-0.164950859990727,0,18,0
"5413","13",181,-0.164950859990727,0,0,0
"5414","14",181,-0.164950859990727,0,42,0
"5415","15",181,-0.164950859990727,0,0,0
"5416","1",181,-0.164950859990727,1,51,0
"5417","2",181,-0.164950859990727,1,0,0
"5418","3",181,-0.164950859990727,1,16,0
"5419","4",181,-0.164950859990727,1,74,0
"5420","5",181,-0.164950859990727,1,0,0
"5421","6",181,-0.164950859990727,1,0,0
"5422","7",181,-0.164950859990727,1,8,0
"5423","8",181,-0.164950859990727,1,95,0
"5424","9",181,-0.164950859990727,1,0,0
"5425","10",181,-0.164950859990727,1,0,0
"5426","11",181,-0.164950859990727,1,0,0
"5427","12",181,-0.164950859990727,1,16,0
"5428","13",181,-0.164950859990727,1,0,0
"5429","14",181,-0.164950859990727,1,51,0
"5430","15",181,-0.164950859990727,1,0,0
"5431","1",182,1.09438576805884,0,0,0
"5432","2",182,1.09438576805884,0,0,0
"5433","3",182,1.09438576805884,0,0,0
"5434","4",182,1.09438576805884,0,131,0
"5435","5",182,1.09438576805884,0,0,0
"5436","6",182,1.09438576805884,0,0,0
"5437","7",182,1.09438576805884,0,15,0
"5438","8",182,1.09438576805884,0,177,0
"5439","9",182,1.09438576805884,0,0,0
"5440","10",182,1.09438576805884,0,23,0
"5441","11",182,1.09438576805884,0,0,0
"5442","12",182,1.09438576805884,0,0,0
"5443","13",182,1.09438576805884,0,0,0
"5444","14",182,1.09438576805884,0,94,0
"5445","15",182,1.09438576805884,0,0,0
"5446","1",182,1.09438576805884,1,0,0
"5447","2",182,1.09438576805884,1,0,0
"5448","3",182,1.09438576805884,1,0,0
"5449","4",182,1.09438576805884,1,74,0
"5450","5",182,1.09438576805884,1,0,0
"5451","6",182,1.09438576805884,1,0,0
"5452","7",182,1.09438576805884,1,9,0
"5453","8",182,1.09438576805884,1,91,0
"5454","9",182,1.09438576805884,1,0,0
"5455","10",182,1.09438576805884,1,21,0
"5456","11",182,1.09438576805884,1,0,0
"5457","12",182,1.09438576805884,1,0,0
"5458","13",182,1.09438576805884,1,0,0
"5459","14",182,1.09438576805884,1,62,0
"5460","15",182,1.09438576805884,1,0,0
"5461","1",183,-0.618214825592956,0,122,0
"5462","2",183,-0.618214825592956,0,0,0
"5463","3",183,-0.618214825592956,0,16,0
"5464","4",183,-0.618214825592956,0,83,0
"5465","5",183,-0.618214825592956,0,0,0
"5466","6",183,-0.618214825592956,0,0,0
"5467","7",183,-0.618214825592956,0,27,0
"5468","8",183,-0.618214825592956,0,14,0
"5469","9",183,-0.618214825592956,0,3,0
"5470","10",183,-0.618214825592956,0,25,0
"5471","11",183,-0.618214825592956,0,0,0
"5472","12",183,-0.618214825592956,0,17,0
"5473","13",183,-0.618214825592956,0,0,0
"5474","14",183,-0.618214825592956,0,0,0
"5475","15",183,-0.618214825592956,0,0,0
"5476","1",183,-0.618214825592956,1,118,0
"5477","2",183,-0.618214825592956,1,0,0
"5478","3",183,-0.618214825592956,1,23,0
"5479","4",183,-0.618214825592956,1,71,0
"5480","5",183,-0.618214825592956,1,0,0
"5481","6",183,-0.618214825592956,1,0,0
"5482","7",183,-0.618214825592956,1,35,0
"5483","8",183,-0.618214825592956,1,38,0
"5484","9",183,-0.618214825592956,1,5,0
"5485","10",183,-0.618214825592956,1,33,0
"5486","11",183,-0.618214825592956,1,0,0
"5487","12",183,-0.618214825592956,1,28,0
"5488","13",183,-0.618214825592956,1,0,0
"5489","14",183,-0.618214825592956,1,0,0
"5490","15",183,-0.618214825592956,1,0,0
"5491","1",184,1.16275430425299,0,94,0
"5492","2",184,1.16275430425299,0,0,0
"5493","3",184,1.16275430425299,0,13,0
"5494","4",184,1.16275430425299,0,0,0
"5495","5",184,1.16275430425299,0,0,0
"5496","6",184,1.16275430425299,0,0,0
"5497","7",184,1.16275430425299,0,35,0
"5498","8",184,1.16275430425299,0,0,0
"5499","9",184,1.16275430425299,0,0,0
"5500","10",184,1.16275430425299,0,43,0
"5501","11",184,1.16275430425299,0,0,0
"5502","12",184,1.16275430425299,0,0,0
"5503","13",184,1.16275430425299,0,0,0
"5504","14",184,1.16275430425299,0,10,0
"5505","15",184,1.16275430425299,0,0,0
"5506","1",184,1.16275430425299,1,89,0
"5507","2",184,1.16275430425299,1,0,0
"5508","3",184,1.16275430425299,1,17,0
"5509","4",184,1.16275430425299,1,0,0
"5510","5",184,1.16275430425299,1,0,0
"5511","6",184,1.16275430425299,1,0,0
"5512","7",184,1.16275430425299,1,41,0
"5513","8",184,1.16275430425299,1,0,0
"5514","9",184,1.16275430425299,1,0,0
"5515","10",184,1.16275430425299,1,45,0
"5516","11",184,1.16275430425299,1,0,0
"5517","12",184,1.16275430425299,1,0,0
"5518","13",184,1.16275430425299,1,0,0
"5519","14",184,1.16275430425299,1,29,0
"5520","15",184,1.16275430425299,1,0,0
"5521","1",185,-0.994321877051652,0,0,0
"5522","2",185,-0.994321877051652,0,0,0
"5523","3",185,-0.994321877051652,0,29,0
"5524","4",185,-0.994321877051652,0,79,0
"5525","5",185,-0.994321877051652,0,0,0
"5526","6",185,-0.994321877051652,0,0,0
"5527","7",185,-0.994321877051652,0,26,0
"5528","8",185,-0.994321877051652,0,61,0
"5529","9",185,-0.994321877051652,0,0,0
"5530","10",185,-0.994321877051652,0,50,0
"5531","11",185,-0.994321877051652,0,0,0
"5532","12",185,-0.994321877051652,0,10,0
"5533","13",185,-0.994321877051652,0,0,0
"5534","14",185,-0.994321877051652,0,20,0
"5535","15",185,-0.994321877051652,0,0,0
"5536","1",185,-0.994321877051652,1,0,0
"5537","2",185,-0.994321877051652,1,0,0
"5538","3",185,-0.994321877051652,1,21,0
"5539","4",185,-0.994321877051652,1,64,0
"5540","5",185,-0.994321877051652,1,0,0
"5541","6",185,-0.994321877051652,1,0,0
"5542","7",185,-0.994321877051652,1,43,0
"5543","8",185,-0.994321877051652,1,61,0
"5544","9",185,-0.994321877051652,1,0,0
"5545","10",185,-0.994321877051652,1,41,0
"5546","11",185,-0.994321877051652,1,0,0
"5547","12",185,-0.994321877051652,1,11,0
"5548","13",185,-0.994321877051652,1,0,0
"5549","14",185,-0.994321877051652,1,28,0
"5550","15",185,-0.994321877051652,1,0,0
"5551","1",186,1.28870561047614,0,0,0
"5552","2",186,1.28870561047614,0,0,0
"5553","3",186,1.28870561047614,0,14,0
"5554","4",186,1.28870561047614,0,58,0
"5555","5",186,1.28870561047614,0,0,0
"5556","6",186,1.28870561047614,0,0,0
"5557","7",186,1.28870561047614,0,14,0
"5558","8",186,1.28870561047614,0,83,0
"5559","9",186,1.28870561047614,0,1,0
"5560","10",186,1.28870561047614,0,19,0
"5561","11",186,1.28870561047614,0,0,0
"5562","12",186,1.28870561047614,0,0,0
"5563","13",186,1.28870561047614,0,0,0
"5564","14",186,1.28870561047614,0,8,0
"5565","15",186,1.28870561047614,0,0,0
"5566","1",186,1.28870561047614,1,0,0
"5567","2",186,1.28870561047614,1,0,0
"5568","3",186,1.28870561047614,1,16,0
"5569","4",186,1.28870561047614,1,82,0
"5570","5",186,1.28870561047614,1,0,0
"5571","6",186,1.28870561047614,1,0,0
"5572","7",186,1.28870561047614,1,17,0
"5573","8",186,1.28870561047614,1,85,0
"5574","9",186,1.28870561047614,1,0,0
"5575","10",186,1.28870561047614,1,25,0
"5576","11",186,1.28870561047614,1,0,0
"5577","12",186,1.28870561047614,1,0,0
"5578","13",186,1.28870561047614,1,0,0
